134, -97, 976
130, -90, 996
90, -62, 945
90, -62, 945
146, -89, 1001
144, -93, 1033
110, -71, 982
132, -88, 1004
129, -85, 996
129, -85, 996
115, -76, 963
121, -78, 975
138, -89, 992
128, -78, 975
128, -78, 975
126, -75, 980
133, -84, 1009
130, -73, 999
141, -60, 997
141, -60, 997
166, -29, 1024
132, -48, 1054
83, -48, 1184
128, -196, 1191
86, -219, 1225
-69, -292, 1693
28, -372, 1765
28, -372, 1765
-,-,-
-76, 45, 655
-48, 74, 589
-43, 83, 542
-71, 87, 503
-71, 87, 503
-69, 63, 516
-32, 38, 522
-13, 34, 488
-13, 34, 488
16, 50, 416
18, 80, 362
-34, 108, 344
-34, 108, 344
-36, 79, 404
-99, 37, 526
-164, -4, 648
-164, -4, 648
-210, -12, 717
-255, -20, 799
-283, -81, 937
-258, -141, 1052
-192, -170, 1115
-156, -194, 1161
-94, -194, 1151
4, -192, 1126
4, -192, 1126
92, -178, 1052
101, -152, 975
73, -137, 990
31, -176, 1183
-30, -181, 1295
-147, -210, 1495
-235, -238, 1737
-263, -263, 1888
-208, -263, 1866
-208, -245, 1866
-156, -220, 1757
-84, -221, 1628
-18, -211, 1458
28, -192, 1282
52, -157, 1129
63, -114, 986
48, -81, 875
30, -61, 769
30, -61, 769
6, -30, 658
-13, -21, 564
-13, -9, 473
-13, -9, 473
38, 22, 350
88, 43, 260
88, 43, 260
103, 29, 235
56, -27, 273
-23, -86, 365
-23, -86, 365
-41, -151, 508
-81, -187, 613
-98, -213, 708
-106, -260, 845
-135, -276, 943
-91, -271, 991
-28, -276, 1000
-28, -276, 1000
14, -313, 1049
77, -365, 1142
156, -385, 1184
244, -339, 1130
231, -360, 1234
159, -348, 1270
82, -372, 1384
18, -407, 1519
18, -407, 1519
-34, -429, 1601
-68, -417, 1587
-52, -391, 1499
17, -383, 1436
94, -357, 1331
147, -315, 1188
160, -269, 1075
170, -237, 994
170, -237, 994
162, -203, 904
171, -180, 832
148, -165, 771
93, -151, 728
53, -128, 670
0, -104, 624
0, -104, 624
-50, -101, 607
-66, -79, 577
-64, -51, 535
-64, -51, 535
-57, -18, 486
-58, -3, 444
-33, 0, 451
-21, -20, 494
-21, -20, 494
-29, -66, 582
-34, -121, 679
-43, -175, 803
-45, -217, 899
-33, -242, 970
-33, -242, 970
-31, -260, 1049
-33, -271, 1115
-12, -286, 1168
-22, -300, 1215
0, -298, 1275
-6, -311, 1343
7, -327, 1470
7, -327, 1470
-25, -361, 1589
-38, -368, 1625
9, -336, 1548
59, -317, 1460
83, -317, 1404
94, -317, 1358
94, -317, 1358
94, -295, 1275
84, -244, 1180
69, -197, 1067
21, -167, 985
-4, -134, 902
-4, -134, 902
-26, -102, 815
-38, -87, 750
-71, -66, 686
-105, -40, 607
-129, -14, 540
-129, -14, 540
-149, -12, 514
-141, -4, 477
-93, 15, 411
-55, 48, 334
-31, 62, 332
-31, 62, 332
-32, 26, 421
-56, -43, 564
-116, -122, 717
-116, -122, 905
-200, -214, 905
-143, -247, 992
-79, -251, 1002
-21, -244, 1033
84, -221, 1029
171, -197, 1015
216, -171, 1004
226, -152, 995
235, -132, 975
235, -132, 975
228, -133, 965
209, -148, 1011
197, -211, 1186
213, -178, 1124
206, -166, 1069
200, -165, 1026
172, -190, 1062
144, -220, 1123
150, -213, 1086
138, -182, 968
138, -182, 968
113, -147, 767
142, -187, 739
143, -230, 1198
334, -25, 1594
-84, -159, 1838
-72, -127, 1117
-36, 50, 754
-36, 50, 754
-68, -84, 896
103, -148, 1247
48, -61, 875
-27, -55, 1108
-27, -55, 1108
-101, 18, 974
-120, 60, 983
